,해역,연안정점,관측일시,수온,수온 QC Flag,기온,기온 QC,운량,천기,지역,year,month
12659,남해,부산(20103),20160202,11.8,2,-1.2,2,Zero,쾌청(운량:0-2),부산,2016,02
12660,남해,부산(20103),20160203,11.6,2,-0.5,2,Zero,쾌청(운량:0-2),부산,2016,02
12661,남해,부산(20103),20160204,11.9,2,2.1,2,Zero,쾌청(운량:0-2),부산,2016,02
12662,남해,부산(20103),20160205,11.8,2,3.2,2,Zero,쾌청(운량:0-2),부산,2016,02
12663,남해,부산(20103),20160206,11.8,2,0.7,2,Zero,쾌청(운량:0-2),부산,2016,02
12664,남해,부산(20103),20160207,11.8,2,0.5,2,Zero,흐림(운량:8-10),부산,2016,02
12665,남해,부산(20103),20160208,11.8,2,0.8,2,Zero,쾌청(운량:0-2),부산,2016,02
12666,남해,부산(20103),20160209,11.8,2,4.2,2,Zero,쾌청(운량:0-2),부산,2016,02
12667,남해,부산(20103),20160210,11.8,2,5.7,2,Zero,쾌청(운량:0-2),부산,2016,02
12668,남해,부산(20103),20160211,11.8,2,8.6,2,Zero,쾌청(운량:0-2),부산,2016,02
12674,남해,부산(20103),20160217,11.2,2,1.2,2,Zero,쾌청(운량:0-2),부산,2016,02
12675,남해,부산(20103),20160218,11.2,2,3.2,2,Zero,쾌청(운량:0-2),부산,2016,02
12676,남해,부산(20103),20160219,11.4,2,7.5,2,Zero,쾌청(운량:0-2),부산,2016,02
12677,남해,부산(20103),20160220,11.5,2,6.7,2,Zero,흐림(운량:8-10),부산,2016,02
12679,남해,부산(20103),20160222,11.3,2,5.7,2,Zero,흐림(운량:8-10),부산,2016,02
12680,남해,부산(20103),20160223,11.4,2,7.5,2,Zero,쾌청(운량:0-2),부산,2016,02
12681,남해,부산(20103),20160224,11.2,2,2.2,2,Zero,흐림(운량:8-10),부산,2016,02
12683,남해,부산(20103),20160226,11.6,2,4.4,2,Zero,쾌청(운량:0-2),부산,2016,02
12685,남해,부산(20103),20160228,11.6,2,9.8,2,Zero,흐림(운량:8-10),부산,2016,02
12687,남해,부산(20103),20160301,11.6,2,-2.0,2,Zero,쾌청(운량:0-2),부산,2016,03
12689,남해,부산(20103),20160303,12.0,2,8.9,2,Zero,쾌청(운량:0-2),부산,2016,03
12693,남해,부산(20103),20160307,12.2,2,9.7,2,Zero,흐림(운량:8-10),부산,2016,03
12694,남해,부산(20103),20160308,12.2,2,11.7,2,Zero,흐림(운량:8-10),부산,2016,03
12695,남해,부산(20103),20160309,12.2,2,6.1,2,Zero,흐림(운량:8-10),부산,2016,03
12696,남해,부산(20103),20160310,12.2,2,3.8,2,Zero,흐림(운량:8-10),부산,2016,03
12697,남해,부산(20103),20160311,12.0,2,1.0,2,Zero,쾌청(운량:0-2),부산,2016,03
12698,남해,부산(20103),20160312,12.0,2,3.0,2,Zero,쾌청(운량:0-2),부산,2016,03
12699,남해,부산(20103),20160313,11.8,2,7.4,2,Zero,흐림(운량:8-10),부산,2016,03
12700,남해,부산(20103),20160314,11.8,2,6.2,2,Zero,쾌청(운량:0-2),부산,2016,03
12701,남해,부산(20103),20160315,11.8,2,7.3,2,Zero,쾌청(운량:0-2),부산,2016,03
12702,남해,부산(20103),20160316,11.8,2,9.7,2,Zero,흐림(운량:8-10),부산,2016,03
12703,남해,부산(20103),20160317,11.8,2,10.8,2,Zero,쾌청(운량:0-2),부산,2016,03
12704,남해,부산(20103),20160318,12.2,2,11.9,2,Zero,비,부산,2016,03
12705,남해,부산(20103),20160319,12.2,2,12.5,2,Zero,쾌청(운량:0-2),부산,2016,03
12706,남해,부산(20103),20160320,12.2,2,9.5,2,Zero,흐림(운량:8-10),부산,2016,03
12707,남해,부산(20103),20160321,12.2,2,9.1,2,Zero,쾌청(운량:0-2),부산,2016,03
12708,남해,부산(20103),20160322,12.2,2,9.7,2,Zero,쾌청(운량:0-2),부산,2016,03
12709,남해,부산(20103),20160323,12.2,2,9.7,2,Zero,흐림(운량:8-10),부산,2016,03
12711,남해,부산(20103),20160325,12.4,2,7.1,2,Zero,흐림(운량:8-10),부산,2016,03
12712,남해,부산(20103),20160326,12.5,2,7.3,2,Zero,흐림(운량:8-10),부산,2016,03
12713,남해,부산(20103),20160327,12.5,2,7.1,2,Zero,쾌청(운량:0-2),부산,2016,03
12714,남해,부산(20103),20160328,12.5,2,10.1,2,Zero,쾌청(운량:0-2),부산,2016,03
12717,남해,부산(20103),20160331,12.5,2,13.3,2,,,부산,2016,03
12718,남해,부산(20103),20160401,12.5,2,13.3,2,Zero,쾌청(운량:0-2),부산,2016,04
12719,남해,부산(20103),20160402,12.7,2,11.9,2,Zero,쾌청(운량:0-2),부산,2016,04
12720,남해,부산(20103),20160403,12.7,2,15.4,2,Zero,흐림(운량:8-10),부산,2016,04
12722,남해,부산(20103),20160405,13.5,2,12.3,2,Zero,흐림(운량:8-10),부산,2016,04
12723,남해,부산(20103),20160406,13.6,2,15.3,2,Zero,흐림(운량:8-10),부산,2016,04
12726,남해,부산(20103),20160409,13.6,2,13.9,2,Zero,쾌청(운량:0-2),부산,2016,04
12727,남해,부산(20103),20160410,13.6,2,11.6,2,Zero,쾌청(운량:0-2),부산,2016,04
12731,남해,부산(20103),20160414,14.2,2,15.0,2,Zero,쾌청(운량:0-2),부산,2016,04
12733,남해,부산(20103),20160416,14.0,2,14.1,2,Zero,흐림(운량:8-10),부산,2016,04
12735,남해,부산(20103),20160418,13.5,2,14.0,2,Zero,흐림(운량:8-10),부산,2016,04
12736,남해,부산(20103),20160419,13.5,2,15.0,2,Zero,쾌청(운량:0-2),부산,2016,04
12737,남해,부산(20103),20160420,13.5,2,15.8,2,Zero,쾌청(운량:0-2),부산,2016,04
12741,남해,부산(20103),20160424,13.8,2,16.6,2,Zero,흐림(운량:8-10),부산,2016,04
12742,남해,부산(20103),20160425,14.0,2,13.7,2,Zero,쾌청(운량:0-2),부산,2016,04
12743,남해,부산(20103),20160426,14.0,2,17.9,2,Zero,쾌청(운량:0-2),부산,2016,04
12746,남해,부산(20103),20160429,14.4,2,14.4,2,Zero,쾌청(운량:0-2),부산,2016,04
12747,남해,부산(20103),20160430,14.4,2,15.0,2,Zero,쾌청(운량:0-2),부산,2016,04
12748,남해,부산(20103),20160501,14.4,2,16.9,2,Zero,쾌청(운량:0-2),부산,2016,05
12749,남해,부산(20103),20160502,14.4,2,17.5,2,Zero,쾌청(운량:0-2),부산,2016,05
12754,남해,부산(20103),20160507,15.2,2,19.2,2,Zero,쾌청(운량:0-2),부산,2016,05
12755,남해,부산(20103),20160508,15.2,2,17.2,2,Zero,쾌청(운량:0-2),부산,2016,05
12756,남해,부산(20103),20160509,14.8,2,16.4,2,Zero,흐림(운량:8-10),부산,2016,05
12757,남해,부산(20103),20160510,14.8,2,14.6,2,Zero,비,부산,2016,05
12758,남해,부산(20103),20160511,14.5,2,14.3,2,Zero,흐림(운량:8-10),부산,2016,05
12759,남해,부산(20103),20160512,14.6,2,15.6,2,Zero,쾌청(운량:0-2),부산,2016,05
12760,남해,부산(20103),20160513,15.0,2,17.2,2,Zero,쾌청(운량:0-2),부산,2016,05
12761,남해,부산(20103),20160514,15.2,2,14.6,2,Zero,쾌청(운량:0-2),부산,2016,05
12762,남해,부산(20103),20160515,15.5,2,16.6,2,Zero,흐림(운량:8-10),부산,2016,05
12764,남해,부산(20103),20160517,15.3,2,18.5,2,Zero,쾌청(운량:0-2),부산,2016,05
12765,남해,부산(20103),20160518,15.3,2,17.2,2,Zero,쾌청(운량:0-2),부산,2016,05
12766,남해,부산(20103),20160519,16.0,2,17.6,2,Zero,쾌청(운량:0-2),부산,2016,05
12767,남해,부산(20103),20160520,16.9,2,17.8,2,Zero,쾌청(운량:0-2),부산,2016,05
12768,남해,부산(20103),20160521,16.6,2,17.9,2,Zero,쾌청(운량:0-2),부산,2016,05
12769,남해,부산(20103),20160522,16.5,2,17.8,2,Zero,쾌청(운량:0-2),부산,2016,05
12770,남해,부산(20103),20160523,16.5,2,16.8,2,Zero,쾌청(운량:0-2),부산,2016,05
12771,남해,부산(20103),20160524,17.5,2,19.0,2,Zero,흐림(운량:8-10),부산,2016,05
12772,남해,부산(20103),20160525,17.0,2,17.9,2,Zero,쾌청(운량:0-2),부산,2016,05
12773,남해,부산(20103),20160526,16.5,2,20.5,2,Zero,쾌청(운량:0-2),부산,2016,05
12774,남해,부산(20103),20160527,16.5,2,20.5,2,Zero,쾌청(운량:0-2),부산,2016,05
12775,남해,부산(20103),20160528,16.5,2,18.0,2,Zero,흐림(운량:8-10),부산,2016,05
12776,남해,부산(20103),20160529,16.5,2,19.0,2,Zero,흐림(운량:8-10),부산,2016,05
12777,남해,부산(20103),20160530,16.6,2,21.4,2,Zero,쾌청(운량:0-2),부산,2016,05
12778,남해,부산(20103),20160531,15.5,2,21.4,2,,쾌청(운량:0-2),부산,2016,05
12779,남해,부산(20103),20160601,16.0,2,17.3,2,Zero,쾌청(운량:0-2),부산,2016,06
12781,남해,부산(20103),20160603,17.3,2,21.6,2,Zero,쾌청(운량:0-2),부산,2016,06
12782,남해,부산(20103),20160604,17.3,2,19.0,2,Zero,흐림(운량:8-10),부산,2016,06
12785,남해,부산(20103),20160607,17.9,2,18.7,2,Zero,흐림(운량:8-10),부산,2016,06
12786,남해,부산(20103),20160608,17.8,2,18.5,2,Zero,흐림(운량:8-10),부산,2016,06
12787,남해,부산(20103),20160609,17.2,2,21.4,2,Zero,흐림(운량:8-10),부산,2016,06
12788,남해,부산(20103),20160610,17.2,2,19.8,2,Zero,흐림(운량:8-10),부산,2016,06
12789,남해,부산(20103),20160611,18.0,2,21.5,2,Zero,흐림(운량:8-10),부산,2016,06
12790,남해,부산(20103),20160612,18.0,2,22.2,2,Zero,흐림(운량:8-10),부산,2016,06
12791,남해,부산(20103),20160613,17.2,2,18.4,2,Zero,흐림(운량:8-10),부산,2016,06
12794,남해,부산(20103),20160616,19.0,2,22.3,2,Zero,흐림(운량:8-10),부산,2016,06
12801,남해,부산(20103),20160623,18.5,2,21.3,2,Zero,쾌청(운량:0-2),부산,2016,06
12805,남해,부산(20103),20160627,17.2,2,18.0,2,Zero,안개(Fog),부산,2016,06
12806,남해,부산(20103),20160628,17.0,2,21.5,2,Zero,쾌청(운량:0-2),부산,2016,06
12807,남해,부산(20103),20160629,17.5,2,19.4,2,Zero,흐림(운량:8-10),부산,2016,06
12808,남해,부산(20103),20160630,19.0,2,22.8,2,Zero,흐림(운량:8-10),부산,2016,06
12809,남해,부산(20103),20160701,18.0,2,22.2,2,Zero,비,부산,2016,07
12811,남해,부산(20103),20160703,16.8,2,19.9,2,Zero,흐림(운량:8-10),부산,2016,07
12815,남해,부산(20103),20160707,16.0,2,20.7,2,Zero,흐림(운량:8-10),부산,2016,07
12816,남해,부산(20103),20160708,16.0,2,19.8,2,Zero,흐림(운량:8-10),부산,2016,07
12817,남해,부산(20103),20160709,17.0,2,23.2,2,Zero,쾌청(운량:0-2),부산,2016,07
12818,남해,부산(20103),20160710,17.0,2,25.5,2,Zero,흐림(운량:8-10),부산,2016,07
12819,남해,부산(20103),20160711,17.0,2,23.0,2,Zero,흐림(운량:8-10),부산,2016,07
12820,남해,부산(20103),20160712,16.0,2,23.0,2,Zero,흐림(운량:8-10),부산,2016,07
12823,남해,부산(20103),20160715,19.5,2,22.3,2,Zero,쾌청(운량:0-2),부산,2016,07
12824,남해,부산(20103),20160716,21.0,2,22.1,2,Zero,흐림(운량:8-10),부산,2016,07
12826,남해,부산(20103),20160718,21.0,2,21.8,2,Zero,흐림(운량:8-10),부산,2016,07
12827,남해,부산(20103),20160719,21.0,2,22.5,2,Zero,,부산,2016,07
12829,남해,부산(20103),20160721,23.0,2,22.9,2,Zero,쾌청(운량:0-2),부산,2016,07
12830,남해,부산(20103),20160722,23.0,2,22.8,2,Zero,쾌청(운량:0-2),부산,2016,07
12831,남해,부산(20103),20160723,22.8,2,23.6,2,Zero,쾌청(운량:0-2),부산,2016,07
12832,남해,부산(20103),20160724,21.5,2,25.4,2,Zero,쾌청(운량:0-2),부산,2016,07
12833,남해,부산(20103),20160725,20.8,2,26.6,2,Zero,쾌청(운량:0-2),부산,2016,07
12834,남해,부산(20103),20160726,21.0,2,25.5,2,Zero,쾌청(운량:0-2),부산,2016,07
12835,남해,부산(20103),20160727,21.0,2,26.7,2,Zero,쾌청(운량:0-2),부산,2016,07
12836,남해,부산(20103),20160728,21.0,2,26.0,2,Zero,흐림(운량:8-10),부산,2016,07
12837,남해,부산(20103),20160729,22.0,2,27.7,2,Zero,쾌청(운량:0-2),부산,2016,07
12838,남해,부산(20103),20160730,22.0,2,27.8,2,Zero,쾌청(운량:0-2),부산,2016,07
12839,남해,부산(20103),20160731,22.0,2,29.1,2,,쾌청(운량:0-2),부산,2016,07
12840,남해,부산(20103),20160801,22.0,2,27.0,2,Zero,쾌청(운량:0-2),부산,2016,08
12841,남해,부산(20103),20160802,24.0,2,29.6,2,Zero,쾌청(운량:0-2),부산,2016,08
12842,남해,부산(20103),20160803,25.0,2,26.0,2,Zero,흐림(운량:8-10),부산,2016,08
12843,남해,부산(20103),20160804,22.0,2,26.6,2,Zero,쾌청(운량:0-2),부산,2016,08
12844,남해,부산(20103),20160805,23.5,2,26.3,2,Zero,쾌청(운량:0-2),부산,2016,08
12845,남해,부산(20103),20160806,24.0,2,26.2,2,Zero,쾌청(운량:0-2),부산,2016,08
12846,남해,부산(20103),20160807,24.0,2,27.0,2,Zero,쾌청(운량:0-2),부산,2016,08
12847,남해,부산(20103),20160808,23.5,2,28.1,2,Zero,쾌청(운량:0-2),부산,2016,08
12848,남해,부산(20103),20160809,23.0,2,26.8,2,Zero,쾌청(운량:0-2),부산,2016,08
12849,남해,부산(20103),20160810,25.2,2,27.0,2,Zero,쾌청(운량:0-2),부산,2016,08
12850,남해,부산(20103),20160811,25.0,2,30.5,2,Zero,쾌청(운량:0-2),부산,2016,08
12851,남해,부산(20103),20160812,27.0,2,30.4,2,Zero,쾌청(운량:0-2),부산,2016,08
12852,남해,부산(20103),20160813,27.5,2,30.5,2,Zero,쾌청(운량:0-2),부산,2016,08
12853,남해,부산(20103),20160814,29.0,2,28.5,2,Zero,쾌청(운량:0-2),부산,2016,08
12854,남해,부산(20103),20160815,27.5,2,27.5,2,Zero,쾌청(운량:0-2),부산,2016,08
12855,남해,부산(20103),20160816,25.0,2,27.9,2,Zero,흐림(운량:8-10),부산,2016,08
12856,남해,부산(20103),20160817,24.0,2,27.9,2,Zero,쾌청(운량:0-2),부산,2016,08
12857,남해,부산(20103),20160818,24.0,2,27.2,2,Zero,쾌청(운량:0-2),부산,2016,08
12858,남해,부산(20103),20160819,25.0,2,27.2,2,Zero,쾌청(운량:0-2),부산,2016,08
12859,남해,부산(20103),20160820,26.0,2,27.1,2,Zero,쾌청(운량:0-2),부산,2016,08
12860,남해,부산(20103),20160821,26.0,2,27.4,2,Zero,쾌청(운량:0-2),부산,2016,08
12861,남해,부산(20103),20160822,26.5,2,27.9,2,Zero,쾌청(운량:0-2),부산,2016,08
12862,남해,부산(20103),20160823,27.0,2,26.4,2,Zero,흐림(운량:8-10),부산,2016,08
12863,남해,부산(20103),20160824,26.0,2,25.8,2,Zero,쾌청(운량:0-2),부산,2016,08
12864,남해,부산(20103),20160825,27.0,2,26.7,2,Zero,흐림(운량:8-10),부산,2016,08
12872,남해,부산(20103),20160902,21.0,2,20.7,2,Zero,,부산,2016,09
12875,남해,부산(20103),20160905,23.0,2,24.0,2,Zero,,부산,2016,09
12876,남해,부산(20103),20160906,23.1,2,24.4,2,Zero,,부산,2016,09
12877,남해,부산(20103),20160907,23.9,2,24.2,2,Zero,,부산,2016,09
12878,남해,부산(20103),20160908,23.8,2,25.7,2,Zero,,부산,2016,09
12879,남해,부산(20103),20160909,25.1,2,25.4,2,Zero,,부산,2016,09
12880,남해,부산(20103),20160910,25.3,2,22.7,2,Zero,,부산,2016,09
12881,남해,부산(20103),20160911,25.5,2,24.1,2,Zero,,부산,2016,09
12884,남해,부산(20103),20160914,23.8,2,22.7,2,Zero,,부산,2016,09
12885,남해,부산(20103),20160915,25.0,2,22.8,2,Zero,,부산,2016,09
12893,남해,부산(20103),20160923,23.0,2,21.0,2,Zero,,부산,2016,09
12894,남해,부산(20103),20160924,23.0,2,21.2,2,Zero,,부산,2016,09
12895,남해,부산(20103),20160925,22.9,2,21.5,2,Zero,,부산,2016,09
12896,남해,부산(20103),20160926,22.9,2,21.4,2,Zero,,부산,2016,09
12897,남해,부산(20103),20160927,23.5,2,22.9,2,Zero,,부산,2016,09
12898,남해,부산(20103),20160928,24.0,2,23.0,2,Zero,,부산,2016,09
12901,남해,부산(20103),20161001,23.0,2,20.1,2,Zero,,부산,2016,10
12902,남해,부산(20103),20161002,23.0,2,24.4,2,Zero,,부산,2016,10
12903,남해,부산(20103),20161003,22.8,2,23.3,2,Zero,,부산,2016,10
12904,남해,부산(20103),20161004,23.0,2,23.5,2,Zero,,부산,2016,10
12909,남해,부산(20103),20161009,20.8,2,20.7,2,Zero,,부산,2016,10
12910,남해,부산(20103),20161010,22.5,2,18.3,2,Zero,,부산,2016,10
12911,남해,부산(20103),20161011,22.0,2,18.5,2,Zero,,부산,2016,10
12912,남해,부산(20103),20161012,22.2,2,18.7,2,Zero,,부산,2016,10
12913,남해,부산(20103),20161013,22.1,2,17.9,2,Zero,,부산,2016,10
12914,남해,부산(20103),20161014,20.7,2,17.8,2,Zero,,부산,2016,10
12915,남해,부산(20103),20161015,20.7,2,18.4,2,Zero,,부산,2016,10
12917,남해,부산(20103),20161017,20.0,2,20.2,2,Zero,,부산,2016,10
12918,남해,부산(20103),20161018,20.5,2,20.4,2,Zero,,부산,2016,10
12919,남해,부산(20103),20161019,20.0,2,20.0,2,Zero,,부산,2016,10
12920,남해,부산(20103),20161020,20.0,2,18.4,2,Zero,,부산,2016,10
12925,남해,부산(20103),20161025,20.2,2,19.3,2,Zero,,부산,2016,10
12926,남해,부산(20103),20161026,20.3,2,18.7,2,Zero,,부산,2016,10
12927,남해,부산(20103),20161027,20.2,2,15.8,2,Zero,,부산,2016,10
12931,남해,부산(20103),20161031,20.1,2,9.8,2,Zero,,부산,2016,10
12932,남해,부산(20103),20161101,17.6,2,7.0,2,Zero,,부산,2016,11
12934,남해,부산(20103),20161103,17.2,2,6.0,2,Zero,,부산,2016,11
12935,남해,부산(20103),20161104,17.0,2,14.0,2,Zero,,부산,2016,11
12936,남해,부산(20103),20161105,17.6,2,15.2,2,Zero,,부산,2016,11
12939,남해,부산(20103),20161108,17.5,2,13.3,2,Zero,,부산,2016,11
12940,남해,부산(20103),20161109,17.4,2,10.4,2,Zero,,부산,2016,11
12942,남해,부산(20103),20161111,17.2,2,11.4,2,Zero,,부산,2016,11
12943,남해,부산(20103),20161112,17.3,2,12.8,2,Zero,,부산,2016,11
12944,남해,부산(20103),20161113,17.8,2,15.4,2,Zero,,부산,2016,11
12945,남해,부산(20103),20161114,17.2,2,16.1,2,Zero,,부산,2016,11
12946,남해,부산(20103),20161115,17.2,2,15.3,2,Zero,,부산,2016,11
12947,남해,부산(20103),20161116,17.2,2,10.0,2,Zero,,부산,2016,11
12948,남해,부산(20103),20161117,17.1,2,11.2,2,Zero,,부산,2016,11
12949,남해,부산(20103),20161118,17.0,2,13.6,2,Zero,,부산,2016,11
12951,남해,부산(20103),20161120,17.1,2,17.6,2,Zero,,부산,2016,11
12952,남해,부산(20103),20161121,17.0,2,14.7,2,Zero,,부산,2016,11
12953,남해,부산(20103),20161122,17.0,2,13.1,2,Zero,,부산,2016,11
12954,남해,부산(20103),20161123,17.0,2,7.3,2,Zero,,부산,2016,11
12955,남해,부산(20103),20161124,17.0,2,2.6,2,Zero,,부산,2016,11
12956,남해,부산(20103),20161125,17.0,2,4.5,2,Zero,,부산,2016,11
12957,남해,부산(20103),20161126,16.7,2,3.9,2,Zero,,부산,2016,11
12958,남해,부산(20103),20161127,16.6,2,7.2,2,Zero,,부산,2016,11
12959,남해,부산(20103),20161128,16.6,2,6.7,2,Zero,,부산,2016,11
12960,남해,부산(20103),20161129,16.4,2,6.2,2,Zero,,부산,2016,11
12962,남해,부산(20103),20161201,16.0,2,10.5,2,Zero,,부산,2016,12
12963,남해,부산(20103),20161202,15.5,2,5.8,2,Zero,,부산,2016,12
12964,남해,부산(20103),20161203,16.0,2,8.6,2,Zero,,부산,2016,12
12965,남해,부산(20103),20161204,16.0,2,8.0,2,Zero,,부산,2016,12
12966,남해,부산(20103),20161205,16.2,2,10.0,2,Zero,,부산,2016,12
12967,남해,부산(20103),20161206,15.6,2,3.6,2,Zero,,부산,2016,12
12968,남해,부산(20103),20161207,15.4,2,4.2,2,Zero,,부산,2016,12
12969,남해,부산(20103),20161208,15.3,2,5.8,2,Zero,,부산,2016,12
12970,남해,부산(20103),20161209,15.0,2,5.9,2,Zero,,부산,2016,12
12971,남해,부산(20103),20161210,14.8,2,4.5,2,Zero,,부산,2016,12
12972,남해,부산(20103),20161211,14.2,2,5.0,2,Zero,,부산,2016,12
12973,남해,부산(20103),20161212,14.2,2,6.9,2,Zero,,부산,2016,12
12974,남해,부산(20103),20161213,14.0,2,10.0,2,Zero,,부산,2016,12
12978,남해,부산(20103),20161217,13.8,2,4.7,2,Zero,,부산,2016,12
12979,남해,부산(20103),20161218,14.6,2,6.8,2,Zero,,부산,2016,12
12980,남해,부산(20103),20161219,15.0,2,9.2,2,Zero,,부산,2016,12
12981,남해,부산(20103),20161220,15.0,2,11.6,2,Zero,,부산,2016,12
12982,남해,부산(20103),20161221,15.5,2,12.3,2,Zero,,부산,2016,12
12987,남해,부산(20103),20161226,15.3,2,9.8,2,Zero,,부산,2016,12
